WKT,id,index
"POLYGON ((539921.245918067 174217.814207053,539779.068461085 174105.046619024,539814.176518985 173911.553632075,539991.463086967 173830.832249857,540133.637630724 173943.603254569,540098.528533398 174137.092205892,539921.245918067 174217.814207053))",792,89194ad2a83ffff
"POLYGON ((511382.912929812 187921.932154318,511240.211774944 187809.219260442,511275.204060734 187615.602771214,511452.898721066 187534.703236068,511595.59701255 187647.419565971,511560.603507094 187841.031995111,511382.912929812 187921.932154318))",793,89195dac5cfffff
"POLYGON ((515098.179438037 180899.362285809,514955.514786175 180786.549191429,514990.528356785 180592.871792464,515168.207777661 180512.011549789,515310.869560681 180624.82807023,515275.854791674 180818.501407404,515098.179438037 180899.362285809))",794,89195dacda7ffff
"POLYGON ((531216.329251756 187233.302472712,531074.043331576 187120.698193906,531109.107130771 186927.287605209,531286.457855897 186846.485238648,531428.741400129 186959.09224784,531393.676679268 187152.498747017,531216.329251756 187233.302472712))",795,89195da6803ffff
"POLYGON ((536862.228844025 188385.397030878,536720.077504106 188272.853723594,536755.15853277 188079.519117839,536932.392697322 187998.731656741,537074.539815322 188111.276253017,537039.457743414 188304.607990731,536862.228844025 188385.397030878))",796,89194e69c5bffff
"POLYGON ((530192.635437726 159632.549943828,530050.159302232 159519.469874743,530085.241919651 159325.66994288,530262.802441012 159244.954795159,530405.275834711 159358.03840626,530370.191337767 159551.833516109,530192.635437726 159632.549943828))",797,89194ac0077ffff
"POLYGON ((536393.262095546 167655.197537232,536250.968435539 167542.289638422,536286.067096976 167348.662118918,536463.459021093 167267.94542406,536605.749348095 167380.856388371,536570.651083936 167574.480982205,536393.262095546 167655.197537232))",798,89194ad0b53ffff
"POLYGON ((544719.366667182 179129.843594081,544577.327026723 179017.188874746,544612.452687265 178823.816323043,544789.619331657 178743.102171132,544931.656200881 178855.75999909,544896.529263092 179049.128601875,544719.366667182 179129.843594081))",799,89194e6d0cbffff
"POLYGON ((547803.904725452 179143.197101105,547661.931768953 179030.562631372,547697.069609595 178837.224333945,547874.181642232 178756.524409203,548016.151758602 178869.162246762,547981.012682466 179062.496641354,547803.904725452 179143.197101105))",800,89194e6d58bffff
"POLYGON ((511896.89027374 181467.453604483,511754.163219158 181354.626986838,511789.163553938 181160.920573703,511966.890995628 181080.045932572,512109.614847406 181192.876294246,512074.614460318 181386.577553181,511896.89027374 181467.453604483))",801,89195dac813ffff
"POLYGON ((523863.760452526 187388.395407869,523721.321228976 187275.750276114,523756.365525801 187082.262920301,523933.848936847 187001.424015044,524076.284912537 187114.072361155,524041.240725009 187307.556398321,523863.760452526 187388.395407869))",802,89195da43cbffff
"POLYGON ((516340.585220766 167708.460983306,516197.860350165 167595.428990131,516232.879578552 167401.589551284,516410.624664654 167320.785998599,516553.346603659 167433.821350597,516518.326388156 167627.656896583,516340.585220766 167708.460983306))",803,89194ad9b97ffff
"POLYGON ((534492.412360827 175446.743693185,534350.12554903 175333.958937238,534385.21411137 175140.425747446,534562.590721369 175059.681333887,534704.874678545 175172.46948434,534669.78488521 175365.998659562,534492.412360827 175446.743693185))",804,89194ad004bffff
"POLYGON ((538839.549420421 165831.458135748,538697.292374769 165718.534364807,538732.397978145 165524.906016643,538909.761715221 165444.205456519,539052.015870071 165557.132614127,539016.90917865 165750.756945316,538839.549420421 165831.458135748))",805,89194ad568bffff
"POLYGON ((532260.525993054 177883.272664726,532118.208501862 177770.517605314,532153.283693294 177576.990398631,532330.679086423 177496.222919131,532472.994715966 177608.981633262,532437.917596002 177802.504253863,532260.525993054 177883.272664726))",806,89194ad159bffff
"POLYGON ((522207.156856654 165930.716942784,522064.548916472 165817.69102849,522099.595092529 165623.890009658,522277.250418757 165543.118912935,522419.855494885 165656.148215433,522384.808108844 165849.945226565,522207.156856654 165930.716942784))",807,89194ad8b87ffff
"POLYGON ((508827.819132638 190329.105803201,508685.075910226 190216.426121995,508720.055364671 190022.812725891,508897.77963702 189941.884461874,509040.52024257 190054.568320728,509005.539377709 190248.176720478,508827.819132638 190329.105803201))",808,89195daf12bffff
"POLYGON ((527495.756730563 190702.987760469,527353.416543161 190590.423699774,527388.466647734 190397.019658168,527565.857531071 190316.183043091,527708.194679267 190428.750243858,527673.143984032 190622.150791269,527495.756730563 190702.987760469))",809,89195da637bffff
"POLYGON ((506222.623370874 177646.561184623,506079.748911925 177533.633460993,506114.731699647 177339.811692393,506292.590657432 177258.92136064,506435.462389729 177371.852407718,506400.477890898 177565.670463198,506222.623370874 177646.561184623))",810,89195d36667ffff
"POLYGON ((529803.418699073 175272.486972392,529661.03003306 175159.669524612,529696.097447595 174966.078481493,529873.556430804 174885.310251892,530015.941460537 174998.130554507,529980.872171525 175191.717000808,529803.418699073 175272.486972392))",811,89194ad1397ffff
"POLYGON ((546973.665579244 191750.921301259,546831.75228004 191638.507352213,546866.877995673 191445.337602855,547043.917881709 191364.584960004,547185.828232802 191477.002069245,547150.701645946 191670.168661269,546973.665579244 191750.921301259))",812,89194e6accbffff
"POLYGON ((538525.426890108 168461.25313533,538383.181373747 168348.373705403,538418.289111219 168154.78059255,538595.6429433 168074.070582889,538737.885417109 168186.95330085,538702.777101377 168380.542740575,538525.426890108 168461.25313533))",813,89194ad0837ffff
"POLYGON ((526740.276791886 186788.127045858,526597.897039258 186675.489654982,526632.945995007 186482.022234736,526810.376028504 186401.19586899,526952.752957142 186513.836573453,526917.702676269 186707.300330184,526740.276791886 186788.127045858))",814,89195da4103ffff
"POLYGON ((544623.222290387 185025.273766935,544481.212678968 184912.720621532,544516.330359161 184719.42747101,544693.458744261 184638.691184282,544835.465459484 184751.247592959,544800.346695577 184944.537069833,544623.222290387 185025.273766935))",815,89194e68d53ffff
"POLYGON ((535424.522576616 163120.592441438,535282.181053182 163007.598473503,535317.287737535 162813.8996915,535494.736870491 162733.198867232,535637.074939299 162846.196314152,535601.96660143 163039.891253117,535424.522576616 163120.592441438))",816,89194ac211bffff
"POLYGON ((526678.28347211 161941.527746295,526535.746851281 161828.457551042,526570.817037751 161634.650577688,526748.425062508 161553.917869754,526890.958878767 161666.991465714,526855.88755403 161860.794370059,526678.28347211 161941.527746295))",817,89194ac1503ffff
"POLYGON ((540656.924599255 169267.060382235,540514.73197791 169154.2100347,540549.851287215 168960.654182576,540727.164028456 168879.952521333,540869.353677252 168992.80620802,540834.23355735 169186.358216927,540656.924599255 169267.060382235))",818,89194ad0dabffff
"POLYGON ((526006.464841489 191736.526168268,525864.096020078 191623.967211806,525899.138278312 191430.558983206,526076.550829817 191349.713546301,526218.916315588 191462.274876859,526183.872424179 191655.679014728,526006.464841489 191736.526168268))",819,89195da44d7ffff
"POLYGON ((518305.924145814 182993.272766274,518163.339294275 182880.519514373,518198.363396962 182686.906631695,518375.97343933 182606.051065782,518518.555392091 182718.807746844,518483.530201268 182912.416564778,518305.924145814 182993.272766274))",820,89194adb4d3ffff
"POLYGON ((536969.295416907 188691.265372275,536827.148258239 188578.727297689,536862.228844025 188385.397030878,537039.457743414 188304.607990731,537181.602034084 188417.149224683,537146.52029334 188610.476339535,536969.295416907 188691.265372275))",821,89194e69127ffff
"POLYGON ((531851.550941832 185524.392736208,531709.270210392 185411.761350373,531744.338427177 185218.33451823,531921.689731598 185137.543394999,532063.96565177 185250.178727188,532028.896874189 185443.601037602,531851.550941832 185524.392736208))",822,89195da6943ffff
"POLYGON ((536009.270661691 187710.106526092,535867.099484524 187597.549860322,535902.177480427 187404.198863102,536079.427977812 187323.408486298,536221.59633694 187435.96854986,536186.517016727 187629.315592552,536009.270661691 187710.106526092))",823,89194e69e17ffff
"POLYGON ((539294.45123659 180359.443840999,539152.30172001 180246.777847104,539187.410973667 180053.367894092,539364.671274446 179972.627089002,539506.818034083 180085.296231498,539471.707249866 180278.703030587,539294.45123659 180359.443840999))",824,89194ad20c7ffff
"POLYGON ((533948.539964663 170366.372086508,533806.211670374 170253.492787392,533841.30301616 170059.879429347,534018.723357444 169979.150186211,534161.048643751 170092.033115872,534125.956596778 170285.641658263,533948.539964663 170366.372086508))",825,89194ad1d77ffff
"POLYGON ((546931.327353366 166056.137357239,546789.252061031 165943.263620703,546824.392673494 165749.730259555,547001.611209092 165669.073795207,547143.684077308 165781.950659186,547108.540834046 165975.480860142,546931.327353366 166056.137357239))",826,89194ad6247ffff
"POLYGON ((536032.914604985 199221.965259689,535890.808187759 199109.603590224,535925.883566323 198916.412414293,536103.066133747 198835.588833333,536245.169019021 198947.955028107,536210.092576277 199141.140257116,536032.914604985 199221.965259689))",827,89195db6b23ffff
"POLYGON ((509520.008577166 172944.563742385,509377.169591804 172831.57443592,509412.16464418 172637.719096603,509590.000290195 172556.855242473,509732.836107263 172669.849049837,509697.839765729 172863.70095194,509520.008577166 172944.563742385))",828,89195d36e87ffff
"POLYGON ((547279.804174553 183814.354582227,547137.846339405 183701.796143688,547172.973722166 183508.517397262,547350.059643215 183427.802274786,547492.014497146 183540.36432723,547456.886438229 183733.637678242,547279.804174553 183814.354582227))",829,89194e6f667ffff
"POLYGON ((523607.336075427 170806.319421248,523464.791052521 170693.385194418,523499.844264564 170499.662830042,523677.442803433 170418.879620352,523819.984698197 170531.817511162,523784.931182249 170725.534947836,523607.336075427 170806.319421248))",830,89194ad8c93ffff
"POLYGON ((551424.924763683 183342.650301062,551283.052632907 183230.115598932,551318.19467967 183036.879596231,551495.210908328 182956.179127948,551637.083645474 183068.718320045,551601.939829715 183261.951141956,551424.924763683 183342.650301062))",831,89194e6f513ffff
"POLYGON ((532911.679440678 183266.914967102,532769.412214703 183154.254398435,532804.490921253 182960.809055106,532981.837962536 182880.028549121,533124.101988829 182992.694519763,533089.022095656 183186.136062693,532911.679440678 183266.914967102))",832,89194ad36b3ffff
"POLYGON ((547496.316500216 186197.076974635,547354.377437173 186084.565023746,547389.50422247 185891.319077858,547566.571214129 185810.589559353,547708.507410622 185923.105060711,547673.379482026 186116.346530229,547496.316500216 186197.076974635))",833,89194e6a96bffff
"POLYGON ((520407.752434929 171372.729515505,520265.145090406 171259.781206937,520300.187793977 171066.028399047,520477.83902909 170985.227872753,520620.443539339 171098.179463846,520585.399828168 171291.928072926,520407.752434929 171372.729515505))",834,89194ad83b7ffff
"POLYGON ((537061.917788944 181908.668518794,536919.731186144 181796.015678301,536954.827389207 181602.596971943,537132.111416552 181521.836576411,537274.294822984 181634.490768475,537239.197597893 181827.905313971,537061.917788944 181908.668518794))",835,89194ad2643ffff
"POLYGON ((537038.179701351 170381.307891465,536895.916953768 170268.455220466,536931.017796653 170074.878130933,537108.382889225 169994.157784515,537250.64286859 170107.013865178,537215.540523611 170300.586882705,537038.179701351 170381.307891465))",836,89194ad0e37ffff
"POLYGON ((521201.290950371 188601.196259179,521058.809487205 188488.564414486,521093.839247563 188295.061835796,521271.352092764 188214.195568318,521413.832846896 188326.83251238,521378.801236004 188520.330596636,521201.290950371 188601.196259179))",837,89195da518fffff
"POLYGON ((533618.906329832 165896.739563514,533476.54488446 165783.781495819,533511.632869871 165590.108347305,533689.084492126 165509.395615277,533831.443863688 165622.355968914,533796.35430894 165816.026007421,533618.906329832 165896.739563514))",838,89194ac20dbffff
"POLYGON ((542909.281243827 178358.002459417,542767.198600574 178245.321698646,542802.317239233 178051.918316578,542979.519500404 177971.199793614,543121.599490117 178083.883814399,543086.479795843 178277.283187787,542909.281243827 178358.002459417))",839,89194e6d21bffff
"POLYGON ((510808.179285636 174849.538075698,510665.38266815 174736.593084255,510700.381023597 174542.786017004,510878.177518538 174461.926725357,511020.971365799 174574.876781653,510985.971481921 174768.679501558,510808.179285636 174849.538075698))",840,89194ad924fffff
"POLYGON ((541852.540594263 182386.985345729,541710.454286479 182274.366965972,541745.564702263 182081.009370965,541922.762446203 182000.273655339,542064.845846485 182112.895288398,542029.734410317 182306.249383901,541852.540594263 182386.985345729))",841,89194e68b57ffff
"POLYGON ((525845.739657102 170143.619089989,525703.237435266 170030.689964543,525738.297916869 169836.985585016,525915.861323301 169756.215145011,526058.360534822 169869.147900256,526023.299350247 170062.847465846,525845.739657102 170143.619089989))",842,89194adabbbffff
"POLYGON ((527718.785615401 194858.832655,527576.477697831 194746.341909045,527611.526290392 194552.996387634,527788.883976376 194472.145621022,527931.189027759 194584.639793052,527896.13925935 194777.981305736,527718.785615401 194858.832655))",843,89195da6607ffff
"POLYGON ((553448.411146625 186495.063681613,553306.596053564 186382.592355505,553341.744112799 186189.420753823,553518.708635593 186108.724154191,553660.520933959 186221.198787865,553625.371504225 186414.366713719,553448.411146625 186495.063681613))",844,89194e61837ffff
"POLYGON ((542878.013055007 161507.099216607,542735.817138854 161394.129408302,542770.948677849 161200.502982492,542948.274889665 161119.849472068,543090.466080164 161232.82193826,543055.334105655 161426.444573775,542878.013055007 161507.099216607))",845,89194ad424fffff
"POLYGON ((518478.443185731 168515.422563434,518335.77057617 168402.419100852,518370.797888151 168208.616556147,518548.499151912 168127.819802848,518691.169145841 168240.827891141,518656.140327908 168434.626773512,518478.443185731 168515.422563434))",846,89194ad9d2bffff
"POLYGON ((517905.619221885 192410.642595015,517763.079756521 192298.048041879,517798.093338466 192104.565977227,517975.647243059 192023.682791589,518118.183633574 192136.281101406,518083.169055231 192329.759085972,517905.619221885 192410.642595015))",847,89195da5613ffff
"POLYGON ((513953.51625367 190837.128190919,513810.888421324 190724.482098809,513845.887720478 190530.934737312,514023.516080185 190450.037414139,514166.141053545 190562.68691235,514131.140526188 190756.23032775,513953.51625367 190837.128190919))",848,89195dae037ffff
"POLYGON ((526255.192540744 163378.834159875,526112.655582384 163265.786074799,526147.72328046 163071.993764387,526325.328966213 162991.2536073,526467.863008875 163104.305093853,526432.794281486 163298.093336137,526255.192540744 163378.834159875))",849,89194ac14a7ffff
"POLYGON ((540325.018363701 163023.691796282,540182.781004389 162910.733629873,540217.896427844 162717.089226995,540395.249200921 162636.406950858,540537.487144479 162749.371845339,540502.370356522 162943.011134031,540325.018363701 163023.691796282))",850,89194ad5007ffff
"POLYGON ((525445.362542686 180453.447775096,525302.91677901 180340.69453132,525337.969706794 180147.128072346,525515.469537709 180066.318875054,525657.91242329 180179.075534521,525622.858359707 180372.637983756,525445.362542686 180453.447775096))",851,89194ada4b3ffff
"POLYGON ((551527.786648924 180991.747046965,551385.905837825 180879.174845695,551421.062320414 180685.908977219,551598.100218028 180605.220778543,551739.976480467 180717.798482994,551704.819677188 180911.059663674,551527.786648924 180991.747046965))",852,89194e6f1b3ffff
"POLYGON ((508893.034655818 177321.48977182,508750.212176967 177208.572222014,508785.2002248 177014.781803027,508963.011893248 176933.911895723,509105.831612136 177046.832453964,509070.842554389 177240.619713525,508893.034655818 177321.48977182))",853,89195d36097ffff
"POLYGON ((545872.624541292 169200.835578995,545730.54887256 169088.008728176,545765.680702072 168894.508874932,545942.890400344 168813.838950645,546084.960985159 168926.671117185,546049.828673361 169120.166381325,545872.624541292 169200.835578995))",854,89194ad75d3ffff
"POLYGON ((535560.38238308 176735.920518737,535418.128506595 176623.16539738,535453.22064144 176429.661950043,535630.56844244 176348.917694546,535772.819632355 176461.676233372,535737.725698821 176655.175608816,535560.38238308 176735.920518737))",855,89194ad046bffff
"POLYGON ((524154.0222511 175889.489047608,524011.519872085 175776.65030199,524046.567244939 175583.007380896,524224.118505442 175502.20697518,524366.618196166 175615.048794858,524331.569433802 175808.687785854,524154.0222511 175889.489047608))",856,89194ada3b7ffff
"POLYGON ((514593.993524039 190900.61853788,514451.379829673 190787.977508774,514486.381690594 190594.43810134,514663.998588528 190513.543726587,514806.609457588 190626.188178416,514771.606254029 190819.723582387,514593.993524039 190900.61853788))",857,89195dae1d3ffff
"POLYGON ((533747.811732717 175963.269075778,533605.51237287 175850.489209685,533640.59765482 175656.954631775,533817.983473474 175576.20393344,533960.279967242 175688.987200162,533925.193508438 175882.517764712,533747.811732717 175963.269075778))",858,89194ad029bffff
"POLYGON ((527112.562924179 164945.117465439,526970.053848305 164832.106200326,527005.123367567 164638.344699812,527182.703251976 164557.59889761,527325.209110093 164670.613094624,527290.138440593 164864.370422637,527112.562924179 164945.117465439))",859,89194ac33c3ffff
"POLYGON ((539841.544159263 188091.303739331,539699.447088627 187978.768608052,539734.544782924 187785.463528446,539911.74055188 187704.697299169,540053.834721816 187817.235737969,540018.736036367 188010.537064887,539841.544159263 188091.303739331))",860,89194e6830bffff
"POLYGON ((525301.616588094 165946.41077208,525159.075625853 165833.403331732,525194.134771159 165639.633671327,525371.736863212 165558.875269249,525514.275483123 165671.886564118,525479.214502138 165865.652248401,525301.616588094 165946.41077208))",861,89194ac3247ffff
"POLYGON ((518355.429466942 162877.982296167,518212.717900868 162764.877786614,518247.755848271 162570.985642442,518425.504658714 162490.201421868,518568.209275738 162603.311320668,518533.171566755 162797.199343699,518355.429466942 162877.982296167))",862,89194aca00fffff
"POLYGON ((555040.923768712 185768.820957163,554899.144791426 185656.349559085,554934.298403445 185463.184684054,555111.233048643 185382.495572953,555253.009440709 185494.970486431,555217.85377283 185688.130995705,555040.923768712 185768.820957163))",863,89194e61987ffff
"POLYGON ((510617.744462728 182227.337951634,510474.991097525 182114.517182706,510509.983359688 181920.806171028,510687.732227786 181839.91911211,510830.479900789 181952.74464774,510795.486868832 182146.451327579,510617.744462728 182227.337951634))",864,89195dace23ffff
"POLYGON ((517693.054374316 192685.004132454,517550.51544071 192572.413870409,517585.52679903 192378.933580935,517763.079756521 192298.048041879,517905.619221885 192410.642595015,517870.605857601 192604.118637834,517693.054374316 192685.004132454))",865,89195da56c7ffff
"POLYGON ((546228.936983799 191382.000275415,546087.004860301 191269.573822448,546122.128576419 191076.392066845,546299.185770812 190995.641128403,546441.11477275 191108.070484655,546405.989742736 191301.247969343,546228.936983799 191382.000275415))",866,89194e6ae97ffff
"POLYGON ((524188.163085704 189193.194630786,524045.740662492 189080.581387094,524080.784434731 188887.121306441,524258.252539669 188806.278649379,524400.672309266 188918.895363173,524365.626627563 189112.351264022,524188.163085704 189193.194630786))",867,89195da405bffff
"POLYGON ((521719.726312821 183037.764124704,521577.21868469 182925.033947221,521612.255103732 182731.461122167,521789.800466444 182650.62265513,521932.305264219 182763.356294665,521897.267529653 182956.924939302,521719.726312821 183037.764124704))",868,89195da582fffff
"POLYGON ((520114.461864914 181103.975593681,519971.905331855 180991.200065224,520006.936884412 180797.582301443,520184.526224073 180716.744014744,520327.079890355 180829.5228984,520292.047092189 181023.136720376,520114.461864914 181103.975593681))",869,89195da5b6fffff
"POLYGON ((525239.51354942 183388.505238849,525097.081429918 183275.801824169,525132.131197373 183082.273426547,525309.6142267 183001.452472715,525452.043580883 183114.159309623,525416.992673457 183307.683691441,525239.51354942 183388.505238849))",870,89195da4ad7ffff
"POLYGON ((517622.344408838 167837.354865718,517479.647448482 167724.333080934,517514.6710344 167530.509029271,517692.392854981 167449.710540502,517835.086967956 167562.735650485,517800.062107728 167756.555924154,517622.344408838 167837.354865718))",871,89194ad99c7ffff
"POLYGON ((546521.588498319 175470.782221295,546379.564378744 175358.076013308,546414.701668534 175164.673884002,546591.864722221 175083.982030408,546733.885894347 175196.691647106,546698.746633211 175390.089702782,546521.588498319 175470.782221295))",872,89194e6d167ffff
"POLYGON ((532619.415482974 195638.986581295,532477.21683816 195526.5427114,532512.289162764 195333.265950422,532689.561362999 195252.437316762,532831.755430166 195364.883848251,532796.682025751 195558.156341006,532619.415482974 195638.986581295))",873,89195db4bbbffff
"POLYGON ((511037.700694553 179902.695546355,510894.940169154 179789.837743511,510929.934015358 179596.103310401,511107.68885179 179515.23018515,511250.445097204 179628.091329442,511215.450189646 179821.822209677,511037.700694553 179902.695546355))",874,89195dacbd7ffff
"POLYGON ((526010.844637168 193508.751980651,525868.491241936 193396.225999519,525903.533088871 193202.840846062,526080.930664797 193121.986484909,526223.282070106 193234.516489761,526188.238620384 193427.897326456,526010.844637168 193508.751980651))",875,89195da6253ffff
"POLYGON ((544307.173787528 186764.785951474,544165.167927748 186652.259644353,544200.282890536 186458.985896001,544377.404690541 186378.242289959,544519.407668522 186490.771799537,544484.291670356 186684.041871415,544307.173787528 186764.785951474))",876,89194e68c8fffff
"POLYGON ((529693.986641494 174078.864075815,529551.589781825 173966.026701717,529586.660723495 173772.420333749,529764.130006711 173691.655751296,529906.52480361 173804.497566187,529871.452403802 173998.099621648,529693.986641494 174078.864075815))",877,89194ad13afffff
"POLYGON ((546542.174439558 187872.667212473,546400.223954995 187760.17430547,546435.346243486 187566.942318562,546612.419993864 187486.207541795,546754.367070649 187598.701144932,546719.243996972 187791.930032054,546542.174439558 187872.667212473))",878,89194e6a867ffff
"POLYGON ((535529.844942782 162539.49859694,535387.502228954 162426.495307854,535422.610035837 162232.789706861,535600.062209257 162152.091238249,535742.402196523 162265.097858939,535707.292736936 162458.799616739,535529.844942782 162539.49859694))",879,89194ac210fffff
"POLYGON ((516771.351641691 168935.822445977,516628.644091942 168822.815971112,516663.667897729 168629.000818003,516841.399668793 168548.196203457,516984.104120979 168661.206088439,516949.079899657 168855.017177987,516771.351641691 168935.822445977))",880,89194ad98abffff
"POLYGON ((532472.994715966 177608.981633262,532330.679086423 177496.222919131,532365.755886295 177302.694770928,532543.150243744 177221.929923027,532685.463229586 177334.69220992,532650.384501715 177528.215772052,532472.994715966 177608.981633262))",881,89194ad1583ffff
"POLYGON ((516666.270571768 169517.265728792,516523.566336713 169404.262729888,516558.594121051 169210.445279404,516736.326959815 169129.634029528,516879.028214551 169242.640188656,516843.999610816 169436.454437565,516666.270571768 169517.265728792))",882,89194ad988fffff
"POLYGON ((514859.128609627 172295.704881917,514716.402158418 172182.735864561,514751.419435277 171988.933452809,514929.165142031 171908.104122502,515071.888949117 172021.076554986,515036.86969359 172214.874902744,514859.128609627 172295.704881917))",883,89194ad916fffff
"POLYGON ((511703.297575928 187953.742252631,511560.603507094 187841.031995111,511595.59701255 187647.419565971,511773.285806391 187566.521454407,511915.977011981 187679.235147871,511880.982286981 187872.843517076,511703.297575928 187953.742252631))",884,89195dac5c7ffff
"POLYGON ((508890.165785905 176433.395638758,508747.337474405 176320.463364912,508782.324562353 176126.660313913,508960.142100911 176045.791900053,509102.968271754 176158.726736127,509067.979599283 176352.527086776,508890.165785905 176433.395638758))",885,89195d360a3ffff
"POLYGON ((524525.993836108 196314.344814701,524383.622831182 196201.860934974,524418.65548115 196008.501371935,524596.05877393 195927.630500263,524738.424450842 196040.118989614,524703.391178007 196233.474234837,524525.993836108 196314.344814701))",886,89195da74afffff
"POLYGON ((530148.070876573 185945.532790846,530005.758913098 185832.904157594,530040.823643002 185639.465178927,530218.201427481 185558.658442281,530360.510499423 185671.290370619,530325.444678409 185864.725740635,530148.070876573 185945.532790846))",887,89195da6bc3ffff
"POLYGON ((518851.086757161 187185.788567194,518708.543843846 187073.105236684,518743.565168355 186879.552796862,518921.130795245 186798.687232664,519063.67009515 186911.371962189,519028.647619062 187104.921024808,518851.086757161 187185.788567194))",888,89195da5323ffff
"POLYGON ((509647.748576243 179468.138711928,509504.954206346 179355.26347604,509539.945772541 179161.508344142,509717.731533631 179080.634032188,509860.522992241 179193.512876402,509825.531323397 179387.262623973,509647.748576243 179468.138711928))",889,89195d36497ffff
"POLYGON ((548132.885746255 185375.16217865,547990.955354451 185262.642834303,548026.084704566 185069.393983358,548203.145415584 184988.669299614,548345.072888605 185101.192297813,548309.942569418 185294.436326031,548132.885746255 185375.16217865))",890,89194e6f683ffff
"POLYGON ((538523.607840281 167573.984447626,538381.354767803 167461.088654334,538416.457760085 167267.480534478,538593.814974729 167186.772109019,538736.065174935 167299.671256896,538700.961032768 167493.275475765,538523.607840281 167573.984447626))",891,89194ad0943ffff
"POLYGON ((548141.235455258 190686.929436634,547999.340977115 190574.505467243,548034.472186307 190381.334557299,548211.498799445 190300.590832777,548353.390272887 190413.017751389,548318.2581943 190606.185619516,548141.235455258 190686.929436634))",892,89194e6acabffff
"POLYGON ((534838.608642389 187888.951614246,534696.406545264 187776.384021275,534731.481188227 187583.023980231,534908.758968225 187502.235487328,535050.958161376 187614.806479158,535015.882478505 187808.16256515,534838.608642389 187888.951614246))",893,89194e69e43ffff
"POLYGON ((534268.278116264 170398.517843496,534125.956596778 170285.641658263,534161.048643751 170092.033115872,534338.46291123 170011.305574253,534480.781431379 170124.185012445,534445.688671559 170317.788991369,534268.278116264 170398.517843496))",894,89194ad1d3bffff
"POLYGON ((520145.932405453 192632.569385471,520003.452468203 192519.999225648,520038.469987467 192326.540204601,520215.965852955 192245.65208137,520358.447745145 192358.228080396,520323.428001162 192551.684111012,520145.932405453 192632.569385471))",895,89195da5413ffff
"POLYGON ((538846.799584192 169380.590726193,538704.569509422 169267.730014505,538739.68210677 169074.157285888,538917.026450059 168993.448424301,539059.253807687 169106.31227095,539024.139539153 169299.881844323,538846.799584192 169380.590726193))",896,89194ad08b3ffff
"POLYGON ((533213.675696795 175318.58837391,533071.361122058 175205.794036142,533106.444812006 175012.244531793,533283.844474419 174931.493509542,533426.156417956 175044.291498061,533391.071450404 175237.836886792,533213.675696795 175318.58837391))",897,89194ad021bffff
"POLYGON ((553235.072461214 185883.766781085,553093.24843959 185771.284314513,553128.395467346 185578.103095531,553305.368008275 185497.407595998,553447.189398085 185609.893026424,553412.041060133 185803.070684473,553235.072461214 185883.766781085))",898,89194e6195bffff
"POLYGON ((515702.283011648 168532.377758945,515559.552522652 168419.357370699,515594.575164666 168225.524606756,515772.328596081 168144.71629505,515915.055953636 168257.740093137,515880.03301121 168451.568793234,515702.283011648 168532.377758945))",899,89194ad9863ffff
"POLYGON ((549299.210105806 183425.583636334,549157.292704627 183313.036537604,549192.426796255 183119.77740731,549369.479481303 183039.069451337,549511.394031209 183151.619975429,549476.258747347 183344.875030249,549299.210105806 183425.583636334))",900,89194e6f08bffff
"POLYGON ((548569.602119644 192794.171733006,548427.728824644 192681.783884499,548462.858721184 192488.643918972,548639.86313097 192407.895821191,548781.733583614 192520.287090967,548746.602468833 192713.42303737,548569.602119644 192794.171733006))",901,89194e61207ffff
"POLYGON ((535593.880898292 192687.267463916,535451.731941028 192574.789779217,535486.809271021 192381.50565727,535664.037588107 192300.703347722,535806.183937687 192413.184488706,535771.104577887 192606.464483044,535593.880898292 192687.267463916))",902,89194e69093ffff
"POLYGON ((546943.270160677 173149.843620632,546801.238740879 173037.100222217,546836.379802755 172843.670951358,547013.553217762 172762.988809733,547155.581752364 172875.735535168,547120.439726295 173069.161060288,546943.270160677 173149.843620632))",903,89194e6d8cbffff
"POLYGON ((548038.585715996 193036.424658511,547896.702490458 192924.037623456,547931.830134399 192730.895051575,548108.842222731 192650.143534167,548250.722605846 192762.533991001,548215.593743059 192955.672543581,548038.585715996 193036.424658511))",904,89194e6120bffff
"POLYGON ((516153.873302956 176863.78663378,516011.203897082 176750.911896986,516046.22042822 176557.192759067,516223.907211162 176476.352572815,516366.573787697 176589.230948978,516331.556300621 176782.945737001,516153.873302956 176863.78663378))",905,89194adb36bffff
"POLYGON ((516474.218780371 176895.81765105,516331.556300621 176782.945737001,516366.573787697 176589.230948978,516544.254710327 176508.392424828,516686.91425084 176621.267843042,516651.895807973 176814.978281366,516474.218780371 176895.81765105))",906,89194adb363ffff
"POLYGON ((539484.155759892 168557.749232952,539341.930176725 168444.877168759,539377.039522559 168251.295041107,539554.374858424 168170.58864924,539696.597348415 168283.464000741,539661.487595701 168477.042456939,539484.155759892 168557.749232952))",907,89194ad0d6fffff
"POLYGON ((516589.554977343 179865.165810247,516446.915502269 179752.345025357,516481.935980691 179558.669947238,516659.597071316 179477.819716214,516802.233660334 179590.643925538,516767.212044789 179784.314941574,516589.554977343 179865.165810247))",908,89194adb04bffff
